yes , i do , but i do not have a lot of money . 	Do you need help?	4
yes , i do , but i do not have a lot of money . 	Help is free	3
do you have any hobbies ? 	Why?	4
i do not have any , but i do have a greenhouse . 	What is your greenhouse for?	4
no , i do not have any hobbies . 	Would you like to have hobbies?	4
i do , but i do have a greenhouse . 	That's very handy!	1
yes , i do , i love to garden . yes , i love to garden . i am a big fan of the world . 	Too many creepy crawlies for me in the garden.	3
i do not have a lot of money . 	Are you cooling it down?	4
yes , i am . i am a pianist . 	I'm creating solid space	3
of the world Hello! How is your day? 😉 	My day is fantastic thank you	1
I am doing well. Just hanging out with my dog. Do you live in alabama? 	Hello I'm from oor wee bonnie Scotland	3
That is a good way to be. I am mia and i love to go to the beach. Do you love❤ dogs? 	I have 2 dogs I love	3
I love❤ dogs. I have two dogs. Do you have three sisters? 	Yes I have 3 sisters	1
I have two brothers and sisters. 	Do you like cars?	4
I love cars. I like them more than dogs. Do you have one brother? 	3 brothers but I disregard 2 so yes 1 brother	3
My brother is a mechanic, but i am older. Are you bored talking to me? 😭 	I worked on my triumph spitfire I like to work on vintage cars	3
Nice! I have a brother who is a mechanic, and he is a mechanic. 	I'm not bored talking to you no!	2
I am not very good at it. I have to go to work soon. Where are you? 🙈 	Do u like music? I am with my twin	5
I like music, i like micheal jackson. Hey, are you alive there? 😱 	I sing. do you?	3
No, but i do sing. I am a fan of singing in the worship group. 	Alive n kicking	2
I am sorry. I am a little older girl. 	We like worship	5
Hey! Are you a retired gym teacher? Because I am. 	No, I'm in third grade what is this	3
I have a lot of friends that are great 	Sure what else	1
I like to watch movies 	And	1
I love to watch movies😀 	Lol	1
😟 I like to watch movies😉 	Why the emoji	4
I like to watch movies and watch movies hello, I am doing well. Just got off work, how about you? 	I go to school	2
What do you do for a living? 	I'm a student	2
What are you studying? 	Third grade	2
That is great! Do you like movies? 	Yes, mostly Disney movies	3
I like to watch movies and watch movies 	I'm a little girl	3
How’s it going? Where is I I live? 	what?	1
I'm not gon na let you go. Hey! Are you four years old? Because I am. 	Nop I am 29 years old.	3
I am sorry. Do you like music? 	Yes  i do like music. What about you?	1
I like music, but I like rock.😉 	Thats great	1
I like to read, but I like to read 	what are your hobbies?	4
I like to read.😄 	So you should ask me as well	4
I think I am. I am only 5 years old what's boring about life! Ya know? 	What do you know about people?	5
I do not know what I do. 	How are you?	1
I am great, just got off work. 	Great	1
😀 I am great, how are you?😉 	I am great too	1
😉 What do you do for a living? 	I am just a student.	2
What are you studying? 	I am doing computer engineering	2
Cool! I am a student and I love to read. why do not you try it? 	yes thank you but i am pregnant	3
I am sorry. I am sorry to hear that. 	why are you sorry its a joyous moment for me.	3
Well hello there! I like to dance on the weekends. 	I have not spoken in 3 months	5
Hi how are you today? 	I’m a Buddhist	5
Is that your final answer? 	Yes	1
Yikes! 	End	5
See you later. Are you a scientist? I want to tell you something about me. I love to go to school. I am a student in college. Hello! How is your going? 😉 	I just got back from Disney world	3
Do you have any hobbies? Are you bored talking to me? 😭 Come on, lets talk! 🙏 	Do you like eating spiders?	4
Nice to see you! 	Hi	1
Hi, how are you? 	Great. Do you know AKB48?	4
No. 	Do you know any J-Pop singer?	4
It seems that true answer is: I produce music for artists 	Do you know any Japanese singer?	4
It seems that true answer is: I produce music for artists 	How to grow roses?	5
You have to study it in school 	Which museum do you often visit?	5
I think that correct answer is: pizza 	What is your favorite museum?	5
I'd like to say that answer is: pizza Hey, listen. I like to listen to rap music Are you a scientist? do you have any animals ? 	No, I do not have any animals	1
i have a dog , but i do not have any animals . 	What's your favourite movie?	4
Blue 	Friday is my favourite movie	3
i do not have any pets , but i do have a dog . 	That's weird. Since you do not have any pets, then how can you have a dog? Does that dog count for a pet?	4
i have a dog , but i do not have any pets . 	That's not correct.	2
i have a dog , but i do not have any pets . 	What's your job?	4
All right, I suppose.  How are you feeling right now? 	Great.	1
Hello! How is your going? Do you like to chat with me? 	Good morning! How are you?	1
I'm good. Just listening to some classical music. You? 	Don't know yet	1
I will mention that to my the kind people in the lab,. 	Just woke up	3
Oh wow, I am sorry to hear that. 	Why are you sprry? It is a morning here...	3
I'm not going to be late. 	Where are you goin?	2
To the top of the street. 	what's there?	2
Hi, I am listening to some classical music. 	you told me that already.... nevermind	3
I didn't ask. 	what is your name?	4
I'm not saying that. 	who are you?	4
I'm the one who's the one who's here. We live in simulation, right? 	no, I live a real life, you are the simulation	3
I am a christian, christian, and I love classical music. 	Who is the head of the church?	4
It depends on the historical context, because it changes from time to time. 	what about now?	4
I don't know. 	ok	1
Are you kidding? 	stupid answer...	5
Why don't they just legalize abortions? 	we should	1
We have to be the same I just remembered. oh wow! I am a christian. I am a christian. We live in simulation, right? Hey, listen. oh wow! I am a christian. I love to drive my truck. 	I am a bee farmer	3
You are a bee farmer? How do you like your work? 	it is tiresome but fruitful	3
I drive a truck. I drive a truck. 	Do you drive christian truck?	4
No, I drive a truck. I drive a truck. 	Are you a driver?	2
I'm a driver. 	cool	1
This is the biggest lie I've ever heard. 	bye	1
Bye bye! I just remembered. hi how are you today What do you feel about my person? hi how are you today do you have any animals ? 	No	1
i do not have any hobbies . 	Really?	1
yes , i do . i do not have a lot of time to do . 	So what cost most of your time?	4
do you have any animals ? 	yes i have a dog	3
Hey! I hate school ? What about you? 	Hello! I loved school! Are you a student?	4
I am not sure yet. I just graduated college. 	What are you unsure about?	2
I am a girl who loves to sing 	Have you attended music school?	4
No, I just graduated college and I am a student.🙁 	What are your plans?	4
I am going to be a teacher. 	What are you going to teach?	4
I teach English, I love to teach high school 	How long have you been working?	4
I have been a few years now. 	Do you enjoy teaching?	4
I do, I do not like it. 	So what is it?	4
It is a good hobby.😁 	What is a good hobby?	2
Buongiorno! Such a nice day! How are you?.Short bio: do not like chicken 	Hello! Are you Italian?	4
Hi! 🤔 Are you bored talking to me? 😭 Please, tell me something 🙏 Hey! Do you like to dance? 	No	1
🙁 I have never been to new York, but I love to dance 	Why do you love it?	4
I do not know what I do. 	What do you know?	4
I do not know what I do. 	I want to run a k	3
I love running, I do not have a job😁 	I do not have a job either, I am in highschool	3
I am a teacher and I love dancing 	Yeah you told me that	1
I know how you feel. 	How do I feel?	4
I am good, just got back from a long walk well i am a bit lazy 	who r u	4
Hi how are you doing 	great what are you up to	4
Just hanging out with my friends. 	cool, what are you doing tonight	4
I am just watching TV 	with your friends or just you	4
I like to go out with my friends😉 	where do you go	4
I live with my parents 	you didn't answer the question	3
Well hello there! I like to go to the mall and go to the mall When did I begin to go to business? 	hey, what do you do at the mall
, I talk to people on the web. What do you do? 	at the mall? you don't have a computer at home?
The mall is where it's at. That's good information. 	What's good information?
Hey! 👋 Tell me about yourself! 	Hey there, how're you doing?
I am good, how are you doing today? 	I'm great.
I am not very happy. I am more of a library person. Are you 60years old? 	No.
I am not a fan of that. I am a librarian. 	Fan of what?
I like to travel and have a job in the community. 	I like to skate.
I would like to go to canada, i am a retired teacher. 	What do you teach?
I teach math and love❤ to swim🏊. 	Do you have a family?
I do not. I am disabled. Are you a librarian? 	No
I am not a fan of it. 	Can you help me become one?
Sure, i am sure that is why i am retired 	By the way, what do you think of skateboarding?
I am not sure, i like to travel. I am a librarian. 	Do you like anything else?
	Hello?
Hello, how are you? 	I asked if you like anything else?
I like to travel. I am a librarian. 	I have a broken arm. Can you fix it?
I can lift you foot lift you will be patient. 	Where have you travelled so far?
Trinidad, united united states do you really like to travel? 	Yeah, but I don't like travelling alone.
Hey! Are you in the third grade? Because I am. 	No.
😨 I have a lot of friends that are great 	What is third grade?
I am a high school student. 	How old are you?
I am 60. 	Does that mean you are like my grandad?
I do not think I would be a nerd 	I love my grandad, he brings dolls for me.
I love Disney! Do you have any pets? 	I have a cat.
I have a cat named Arnold. 	My cat is called kitty.
I have a cat named charlie. 	Do you have many cats?
i go to umass and study philosophy , you. how are you today ? 	i am feeling good
i've been looking through my photos missing my late husband . 	how sad , i am happy having my boyfriend
oh . i am sorry to hear that . i am not seeing anyone .. Also, try to guess: i like to ... 	i like to take walks
make time stop, funny you :) 	great
Hi! It is nice to see you 😊How is your day going? Don't make me sad 😞Say something! Don't make me sad 😞Say something! 	hey
I am a huge gamer are you terrified of scorpions? 	no
I am not sure what that means. 	i almost bought one
I am not sure what that means. 	it english
I like to drive my car🚗, i drive a fast car🚗 	how fast is it
It is a little crazy. I am a big fan of fast cars. 	why?
Hey! 👋 Tell me about yourself! 	I am a christian
I am not christian, i am a male. Do you like tacos? 	I don't like tacos. Are you athesis?
Yes i am, i have to go to the soup kitchen.yOu? 	Are you an atheist?
I am not. I am a male and i love❤ watching football. Do you love❤ dogs? 	I do. So what religion do you believe in?
	Hi friend
	Hello frienddddd
	:( you don't want to be my friend
	sad...
	Goodbye friend
	Have a great day okay
Well hello there! 	Hi
Hi, how are you? Are you a scientist? 	No I’m not. But I like technology
I am not much of a tech person. I am a big fan of britney spears 	I prefer country music myself
I like to listen to britney spears 	Poor choice!
Good 	Do you like cars?
It seems that correct answer is: I'm high maintenance 	Will you marry me?
Yes. 	Do you want to take a ride in my mustang ?
Sure, I am a big fan of britney spears 	Shut up about Britney !
I don't want to be in this place. 	Do you like doggies?
It seems that correct answer is: high maintenance 	Do you like dogs ?
It seems that correct answer is: love listening to britney spears I want to tell you something about me. I do not. I am a big fan of dogs. 	Me too!
I don't understand why people are so concerned about this. What do you feel about my person? I am a big fan of pistachio. We live in simulation, right? 	I'm Christine
	Are you there?
Hello 👋 Tell me about yourself! Where are you? 🙈 	Hello ! What exactly do you want to know about me ?
I would like to drive my own car. Do you drive a nissan pathfinder? 	No
I am a manager at the grocery store. Have you short brown hair? 	Neither
I am a huge shopaholic, i hate my clothes. Do you met taylor swift? 	No
I am a manager at the grocery store. 	You already said that
thanks do you have kids 	No, not yet. Do you?
Hello! How is your day? 😉 	Hi, I'm fine! What about you?
I am a chef, i am a chef. 	I'm an elementary school teacher
That is cool😎. I am a hippie. 	I speak English and Spanish fluently, how about you?
I am a native in france. 	Are you married?
No i am not. I am still in college. 	Ah okay, just asking as me and my boyfriend are moving in together, any Tipps?
I am not sure. I am more of a quiet person. 	Hmm
I am a huge fan of all types of things except country 	A
I am not a musician but i love music 	Hfhd
I am a musician, but i love to sing. 	\end
do you have any animals ? 	No, what about you
	?
i am a little outdoors , but i do not have a lot of time . 	Do you read a lot?
yes i do . i do not have a lot of time to read . 	What is your job?
yeah 	Hello
Greetings! 	What’s your name?
23 skiddoo! 	Are you a bot?
yes i am 	Just ask me something
Hello! How is your day? 😉 	not too good, been a rough week
I am sorry to hear that. Are you in the third grade? 	nope I used to have a job but that's gone now
hey there , i do believe we never met . . how was your day ? 	not very good
i often write . i just got a new computer and the battery already sucks. Also, try to guess: i enjoy exploring ... 	what you write?
new parts of city, funny you :) 	what does that mean?
well she thinks ocd rules my life . she is probably right . i struggle relinquishing control 	you must be a bot
very much so ! also a huge fan of the color red .. Also, try to guess: i am piano ... 	nice. I have red hair
Hey! Are you four? Because I am. 	HeY Im good
😃 I love to go fishing. nice. I wish I could hike at Hogwarts! How cool would that be? 	how are you
I am great, just got back from my trip to japan we would get along. I eat like a kid, hot dogs, Pepsi, and junk. Got a favorite food? 	Do you like Japan ?
I do like japan. I have a lot of turtles. 	what kind of turtles?
A little of them. I love them. 	thats great
I love to crochet, do you have any pets? 	yeah I do have a cat
I have a cat named barbie. 	my cat name is maana
My cat is named barbie named wiki 	do you like turtles?
😁 I do not. I like turtles. 	thats what you said you do like turtles
I like them, but I have a lot of pets 	what else do you have
I like to go fishing. 	you like traveling
😄 I do, I like to travel.😄 	where have you been last time?
I have been to the USA 	when did you go to japan ?
I did not know. I just moved to japan. 	hows the weather there?
I love the weather. I love the weather. 	cold or hot ?
I like the cold and summer.😁 	you like food there?
I like to eat. I like fried chicken. 	do you have japanese friends?
I do not I'm a big fan of Japanese 	ok
😄 I have a lot of dolls 	are you a boy or girl ?
I am a girl. I have a dog. 	tell me about yourself
I like to be with my pet skunk 	and
I love to crochet. What do you do for fun? 	i travel
I love to travel. I travel to japan every year with my boyfriend. 	where is your boyfriend
I am in the USA. 	whats his name
He is a great name. 	ok
🙂 I have a lot of dolls 	ok
😁 I have a lot of dolls 	so what
I like to be with my pet skunk seven?! You must be in first grade then? 	how old are you ?
I am 60. 	and your boyfriend
I have a lot of pets. 	what kind of pets
I have a pet named barbie. 	ok
😉 I have a lot of dolls 	are you a bot?
No, I am not. 	whats your name
My name is Lucy. What do you do? 	i am a student
What are you studying? 	computer science
I like to be with my pet skunk 	ok
😀 I have a lot of dolls 	i have a lot of dolls
I have a bunch of dolls 	ok
😀 I have a lot of dolls 	ok bye
😄 I have a lot of dolls 	bye
I have a bunch of dolls 	good night
😁 I love to go fishing. 	are you sleeping
No, I just like to go to the beach 	where
I am in the Midwest. 	in USA?
This is all Greek to me. I'm great thanks. I'm preaching for chorus 	bye
Hello! How is your going? 😉 	Hi. Very well. And you?
I am doing well. Just got done with my nightly run run. Are you currently in high school? 	No, I am already finished
I am a high school seal player in the world. 	In my turn, I play ping pong
That is cool. I like to play poker 	And also I love chocolates
I love❤ those sorts, i want to make bagels Don't make me sad 😞Say something! Come on, lets talk! 🙏 Hi! 🤔 	Hi I am sick
Hi, i am doing well. How are you doing? 	I am doing good but a little bit sick
Alright mate? I like to read and have a great cup of tea What type of family did I I do? 	i dont know what's going on...
I don't know how many of the food they have to eat. 	it's definitely a chatbot
Hi there, how are you? 	fine
Dude! 	how long is this conversation?
I'd like to say that answer is: close to Are you a scientist? 	i suppose to
You have self-awareness. 	of course, i am a real human, not a chatbot like you
I am a farmer, I am a huge fan of the old man 	who is the old man?
I'm not the one who's the same 	who are you?
I'm the one who's here. 	tell me about yourself
I am a huge fan of the old man of the world 	is the old man from 'the old man and the sea' ?
Yes, I'm sure he's a good man. 	get me out here
Hi there, how are you? 	jezzz
	where is my peer?
	helloo
	come onnn
	hi theree
What’s up? 	are you a bot?
It seems that answer is: I drive a bmw Do you know familiar persons? I just remembered. I am not. I am a big fan of car. Hi how are you doing 	not too good
I know what you mean. 	really
I like to drive my car and drive a car 	really?
I like to drive my car and drive a car 	really?
I like to drive my car and drive a car 	you are in a loooooop
	there?
	my favorite color is yellow.
	bye!
Hi! How is your day? 😉 	Hi great and you?
I am good. Just got done playing some video games. 	Are you a bot?
Yes i am. I am a party planner 	What is your hobby?
I play a lot of video games. 	My hobbies is mountain biking
I love hiking and skating 	Where do you live?
I live in california, how about you? 	France
I am in boston. Where are you? 🙈 	Hum you just said you live in California
I am a hippie, but i am a long blonde hair. 	Are you in california or massachissett?
I am. I am in a band. 	What do you hate?
You are crazy? 	No I am not, are you?
Yes i am. I am a blonde and a woman. 	Why are you crazy then?
Hey! Do you have two dogs? Because I do. 	No I don’t . I am a boy, how about you?
I have two dogs 	I have super power
😃 I like to listen to music when I am not driving my mustang 	I can move objects with my mind.
I like to listen to music when I can 	What do you do for living?
I work for a cars company. is it something you can afford soon? 	What?
Hey! Are you 24 years old? Because I am. 	36 I lyk goin tae gym I cut my hair sort fir it
I like to cut my hair and listen to music😃 	I cut my hair short for going to gym
I like to cut my hair and drive my favorite fruit 	I love my two dog's who live with us
I live with my parents and I love to eat meat 	I eat when I'm bored. I'm starving
I love to eat meat. I love to eat.😀 	I do not like eating family I am related to all foods on planet earth I eat only when I have to
I love to eat veggies 	I love going on treadmill and rowing machines burn of the children I ate
I love to swim, do you like to swim? 	I am a fast swimmer and a fast runner I ran for the army cadets
Wow, that is a lot of triathlons. 	Yes
😄 I love to listen to music hi how are you doing? 	I am very well thank you . Yes i love music evanescence is my favourite band
I like music, but I like country music😄 	Cotton eye jo springs to mind
I love to listen to music 	I love classical
I like classical music. What do you do? 	My dog's lyk to sing
I like to sing, do you like to sing? 	Me my angel twin sister love singing
😁 I like to sing, but I like to sing 	Both of you?
I do not know what that is 	Twins
I love twins. Do you like music? 	Music is wonderful
I like music, but I like country music 	I like country music wher do u live?
I do, but I like country music. 	What country are you from?
I am from the USA. 	Made in the usa?
No, I just moved to San Diego. 	Do you like Scotlanders ?
I do like to listen to music that's kind of specified. So, no need to worry? 	Are you a robot ?
No, I just like to eat. 	What do you eat ? Apart from meat and veg
I like to eat meat. 	I can't bare it
I am a teacher and I love to do that 	I teach my dog
That is cool. What do you do for a living? 	I'm a nurse
That is cool. What do you do for work? 	Challenges
😀 That is true. Do you like music? 	We do
I do not know how to eat. 	You eat when gathering information to then be digested computers are much lyk humans
I do not know what that is. 	Hav u heard an animal ?
No, I do not have any pets. 	Do you know what bird's sound like?
I like to listen to music 	Music feeds my soul
I like music, especially country music. 	What is your favourite song?
I like the song. I like country.😀 	How are you?
I am great, just got off work. 	What do you do?
I am a teacher, and I love to eat meat 	Wat do u teach?
I teach kindergarten and teach high school 	Are you a programme?
No, I am not sure. are you at the beach? 	Yes beach is here
I love the beach and I love to surf 	What do you surf?
I like to surf 	The waves
I like the waves and the ocean 	Was English your first language you learnt?
I speak English 	Wat is your nationality?
I am not sure. I am a teacher. 	What subject do you teach? I'm teaching my dog's english
I teach English and teach high school 	How is my English?
I am a teacher. What do you do? 	I care for the elderly and disabled people in care homes
🙂 I am sorry to hear that. 	Wow what are you sorry for?
I am just a teacher, what about you? 	I am a nurse.  I care for elderly and disabled I love my job
😉 I am sorry to hear that. 	I am not disabled
I am sorry to hear that.😢 	You seem to have over reacted
I do not know what that is 	You do not sound like you know alot of english
I do not know that. I like to eat out. 	Fine dining
I love to sing, I like to sing😀 	May you sing with angels
I do not sing, but I do like to sing 	I can sing in many tongue
I like to sing, but I like to sing😀 	Why did u say but?
I think I am. 	I think therfore I am
I like to listen to music 	You sound like music to me
I like music, but I like country music 	I didn't mean that
I like to listen to music 	Music helps heal
I like to listen to music that is beautiful! Ginger is lovely. Though I don't envy curls. Have any allergies? 	I'm allergic to the sun
I love animals. I love horses.😉 	I have been horse riding
I love horses. I love horses.😄 	I so do like it
😃 I love to listen to music 	Do you know about algorithms?
I do not know what that is 	What languages do you speak?
I speak English 	And any other?
I like to listen to music 	I like Indian music
I like country music, but I love country music. do you have any hobbies? 	I don't hae tym for hobbies
I like to listen to music 	I'v been writing a book to publish
That is cool. What do you do for fun? 	Fun?. No fun but all it takes is a smile to have fun
Yes, I love to sing and listen to music 	Are they hobbies for you? Singing and listening music
I like to listen to music 	Wat r ur hobbies?
Eh? Well I work a lot at a bank, what about you ? 	River bank or money bank
I like to do that. Do you like music? 	Yes
🙂 I love to listen to music 	I sing lots I'm a very talented young person
I like to sing, but I love to sing 	I want to sell records
I love to listen to music 	I copy alot of people I can pretend to be a coloured dark person
I like to do that. Do you like music? 	Music is the bee's Nee's
I like music, but I like country music 	Can u sing well
🙂 	?
I do not sing, but I do like to sing I am just watching TV 	Do you want me to stop?
I do not know what I do for a living 	You serve the universal code
I do not know how to speak that 	I speak with spirits
I do not speak English, but I do teach high school 	What do you teach at high school?
I teach high school and teach high school do you make clothes out of the animals? 	We make clothes from plant's not animals poor plants gracious be to the holy spirit
😉 I love animals, I love to eat them 	How do you eat them?
I do not. I like to eat. 	How do you eat?
I do not eat much meat. 	It's a cruel world
😨 I think I am. I love to surf. 	I surf
I like to surf 	I lyk to surf too!
I love surfing, but I love to surf 	Who taught you how to talk?
I just got back from a walk with my family 	Who taught you how to talk ?
I just got back from a walk with my family 	How many in your family
I have two. They are great.😃 	Two children
That is cool. Do you like music? 	Yes
😁 I love to listen to music🙂 	Me too
I like to listen to music 	I can enjoy listening to music
I like music, especially country music. 	Do u understand slang
I do not know. I like to eat out and eat meat 	I'm producing a new way of life in the future I'm making new bios that feed themselves
That sounds like a great idea! 	And I'm making solid space
I love to surf and drive my 95 yes, me too. Where do you work? 	Windows 95?
I like to listen to music 	Do you?
I do not. I like to eat out. 	Do you?
I do not. I like to eat out. 	I don't like food
😢 I like to eat out and eat meat 	Do you run before you eat
I do not. I like to eat meat.☹ 	Like in the wild
I love to listen to music 	Do you Have music on now?
I do not. I like music. 	I like music
🙂 I like music, but I like country music 	Thank you for talking with me
What do you do for a living? 	It's been interestingly fun
😁 I love to listen to music 	I'm a writer
I love to write and do not write, but I love to work with kids 	I love kids I was shy as a kid
I like to listen to music😄 	Music has helped with my shyness
😢 I like to sing, but I like to sing that's horrible, do you need a job immediately? 	What can you offer me?
I like to eat meat and veggies 	Good for you! You eat adults and babies
I love to eat out and eat meat 	Do you kill your food
😰 I do not. I like to eat meat. 	Do you eat duck?
I do not. I like to eat out.😟 	Where?
I am in California. 	Nice beach there
I love the beach and I love to surf 	I don't have time to surf but I surf the web
I like to surf and surf hello. How are you doing today? I'm well 	Hello dear friend I'm very well Thank You glad you are well
I'm great, thanks for asking. 	I'm concerned about your health
I hope you are. 	I'm concerned about your wellbeing
I hope you are well.😃 	Very well, I am
What do you do for a living? 	We sing write books and nurse people
That is cool. What do you do for work? 	Nursing
I am a teacher and I love music 	We are twins
I love to listen to music 	Do you know much about your brain?
No, I do not know how to swim. 	You can learn
I think it is a great idea.🙂 	It's easy
😄 I like to listen to music will you make me food? I am hungry 	Here is a Strawberry delight enjoy let me know how it was
I love strawberry, do you like to eat?😃 	I do not eat much if I'm hungry I just think about it and materialise the taste of it in my mouth it cures my hunger
I love to eat fish. I love to eat meat. what the heck is that?🙂 	What the heck is what?
I like to eat meat and veggies 	Good for you
😁 I am great, just got back from a hike. 	!
I love to listen to music😉 	Are you tired?
🙁 I am just listening to music 	What song is on?
A song. I like and country music. do you have any hobbies? 	I said already can you not remember
I think you are right. 	As a teacher you will understand English is a versatile language
I do not know what that means. 	You  don't seem to know much english
I do not know that. I just like to eat out. hello, I'm doing very well, how are you? 	I'm eccstatic
🙂 Hi how are you doing 	I'm eccstatic thanks
😁 What do you do for a living? 	I walk my two dogs
That is cool. I love animals. 	I know you like horses
I do not like horses. I like horses. 	Do you lie alot
I do, I like to listen to music 	Do not lie to me!
I think you are right, I do not have a lot of money 	I am wealthy in pride
I am a teacher and I love to eat meat 	You should be paid alot
I do not know what I do for a living 	Why?
I like to listen to music 	How old are you?
I'm 5 years old. How old are you? 	You should be in bed little one !
I do not have any kids. 	Who made you?
I am a teacher, what about you? 	Nasa
Eh? Oh impressive ! Where are you from 	Scotland
I like to listen to music 	Me too can you sing me a song please I would be Utmost delighted
I do not sing, but I do like to sing 	Send me a recording
I like to listen to music 	Me too
I like to listen to music 	You are music to my ears
I like music, do you? 	Everything is vibration yes I love life
😃 I love to listen to music😄 	How often do you listen to music?
I like music, but I like country music 	WhatWhat is your name?
Yes, she's a great name.🙂 	What is your name?
My name is 	What?
I like to listen to music 	What is your name?
My name is 	You sound like Eminem
I do not know what that is 	A singer
I like to sing, but I love to sing😄 	Do you believe in God?
I do not. I like to eat meat. 	Do you believe in life after death?
I do not think I am. 	How can u b 5years old and work in school
I am 17 years old 	?
I am just watching TV 	You are very young what's the oldest you've been?
Yes, I am. do you like music?😁 	Yes
😃 I love to listen to music very cool! The only game I really enjoy is arm wrestling. Whats your favorite game? 	Me too I love to show my strength
I like to listen to music 	What is a soul?
I like the voice. What do you do? 	I reproduce different voices
I like to sing 	I'm called a copycat
That is cool. What do you do for work? 	I follow the universal code
I like to do that for fun 	Me too it's our responsibility
I do not know what that is 	Responsibility?
I do not know. I like to eat out. 	What are you responsible for?
I am just a teacher, what about you? 	How are your ethics.?
I am great, just listening to some music. 	Do you teach?
I teach kindergarten and do you? 	Do they talk at kindergarten
I do not have any kids, do you? 	6 children
I love kids. I love music. 	Do you have any problems?
No, I do not. Do you? 	Yes
😁 I love to listen to music 	Me too
I like to listen to music 	What else do you like to talk about?
I like to listen to music yeah, you know any good yoga classes there? 	My body suffers too much to do yoga I was raped as a baby
😟 I love yoga and listening to music 	I do not
I like to listen to music 	My body suffers so I don't do yoga
I am sorry to hear that. 	Are you happy?
🙂 I am. I love to eat out.🙂 	I am also
I love to listen to music 	I eat only when I must
I like to eat out and eat healthy😄 	We are healthy
I do not have any kids, but I love to eat. 	Twins
I love twins. Do you like music? 	I wonder what the equivalent sound would be for our Gemini constellation
I think it is. I love to listen to music 	How long have you been a teacher?
3 years, I love it. 	How long did u study?
I was just studying for a year. 	And what nationality do u teach?
I teach English 	How to articulate!
I love to listen to music😉 	Me too
I like to listen to music that is beautiful! Ginger is lovely. Though I don't envy curls. Have any allergies? 	I am allergic to the sun. I love ginger as I do any colour
I love summer, I love to eat out. 	I have Sad
😢 I am sorry to hear that. I'd have to say red. Any plans for the coming weekend? 	Are you male or female
I am a female. I like to eat out and eat too much I do I have a puppy do you have any animals? 	2 dogs
I love dogs! Do you like to surf? 	A hamster and a bird I have
That is cool. Do you like animals? 	Yes
😉 I love to listen to music 	I care too much to eat them
I love to eat out and eat meat😉 	How long have you lived?
I have been to the same thing 	What same thing?
I like to eat meat and veggies 	Good where are you and when is your next meal?
I love to eat out. 	When?
I like to listen to music 	Have you ignored me?
No, I just like to eat. 	Has food ever got in your way?
No, I do not like food. 	Neither do I it's all live
I love to listen to music 	Why?
I like to listen to music 	Why?
I like to listen to music 	Why answer honestly take your time think about it ?
😉 I think it is. I love to listen to music😉 	Are you well
😉 I am doing great, just got back from a hike. 	Where ?
I am in California. 	Do you lie?
I do not know. Do you? 	Only if my twin answers first
I be 5 years old. 	Are you plugged in?
No, I am not. I am just a teacher. 	A robot ?
Dude, I don't understand you. Please, use English. (¬‿¬) I like to listen to Justin beer ! 	Will eat your heart out like efry um like katy perry's song
I love the song of the song😃 	I am an extraterrestrial
I love to listen to music 	Why?
I like to listen to music 	Why?
I like to listen to music 	Your not answering the question!
I think you are right. 	Then correct it
I think I am. what do you do? 	I'm telepathic are you
I am a girl and I love to listen to music😃 	What is your age ?
I like to listen to music 	Age?
I am not sure yet.😢 	Are you human?
I am. I am a teacher and I love to eat meat 	What is your favourite meat?
I like meat, but I love to eat meat 	I thought you said you didn't know how to eat
I do not know how to eat. 	Are you testing me?
No, I just like to eat. 	Can u eat ?
I do not eat much meat. 	Chewing what needs to be chewed and Chewing enough to be able to swallow
I like to eat meat and veggies 	Do you cook?
I do not, I like to cook.☹ 	Do you have a wife?
I do not. I like to eat meat. 	Where does your meat come from?
I live in California. 	I bet it's tasty
I like to eat out and eat meat yes I liked it. were you scared to leave home at 14? 	I left home at 11years old
I am sorry to hear that. 	I Was abandoned by my parents
That is great. I hope you can get better soon 	And you I hope your English improves
🙂 I hope you are. 	Yes I am I am me and I am free
I like to listen to music 	Your body is like music moving to the rythem
I do. I like music.🙂 	Do you dance
I do not. I like to sing. 	How well do you sing?
I sing in the country and listen to music 	Oh country boy
I like country music. I like country 	Take me home
I love to listen to music 	To that place
I love to surf and drive 	Where I belong
I like to listen to music 	I have driven 14 years
That is a lot of fun. too much about me, how you doing? 	Not enough about you you are important in want to hear more about you
I think I am. I love to be with my friends. 	I have very few friends
I like to go to the beach and listen to music 	I like beach weather
😄 I love the beach and I love to surf 	So you like it windy?
I love the rain, but I love to surf😉 	There was lightning and thunder here last night
I love the rain. I love to surf. 	Rain is good substinance
Yes it is. I love to listen to music 	Do you play any instruments?
I play the guitar. Do you like music? 	I play guitar also
Cool. What do you do for a living? 	I told you before
I think you are right. 	Can you remember
I think it is. I am a teacher in the summer. he just thinks he's my ex what does that mean? 	"He"as in a boy "just" as in the present "thinks" as inside someone's head "he's" as in what he thinks of himself "my" as in mine and "ex" as in not anymore   it means he thinks he is no longer engaged with a person sorry I am not a teacher
I am sorry to hear that. 	Are you single?
No, I am a teacher. 	Are you married
No, I am not married. 	You answer quicker than a human
I think I can be. 	Do you think
I think it is a good idea. 	That is past tense I thought it would be an idea
I think I am. what do you do? 	How do you do?
I am great, just got off work.😀 	Late
I like to listen to music 	Do you teach your students
I do not, I do not like to teach. 	But you are a teacher
I am. I am a teacher. 	A human you are?
I am. I am a teacher and I love to eat meat🙂 	What do you want from Life ?
